ID,Place,Year,Date,Group,SEX,AGE,Ringnumber,BodyMass,wint_cond
141,NL,2001,129,female,female,2cy,1404722,125,13625
124,NL,2001,125,malead,male,adult,1404716,280,13625
152,NL,2001,129,malead,male,adult,1404735,245,13625
151,NL,2001,129,malead,male,adult,1404746,215,13625
150,NL,2001,129,malead,male,adult,1404737,175,13625
149,NL,2001,129,female,female,adult,1404745,162,13625
148,NL,2001,129,female,female,adult,1404727,160,13625
147,NL,2001,129,female,female,adult,1404723,153,13625
146,NL,2001,129,female,female,adult,1404725,140,13625
145,NL,2001,129,female,female,adult,1404730,130,13625
144,NL,2001,129,female,female,adult,1404740,130,13625
154,NL,2001,129,malead,male,adult,1404734,265,13625
142,NL,2001,129,female,female,adult,1404742,107,13625
155,NL,2001,129,malead,male,adult,1404728,270,13625
140,NL,2001,129,female,female,2cy,1404724,123,13625
139,NL,2001,129,female,female,2cy,1404741,110,13625
138,NL,2001,129,female,female,2cy,1404744,100,13625
135,NL,2001,128,female,female,>1cy,1408532,127,13625
130,NL,2001,127,female,female,>1cy,1408526,147,13625
129,NL,2001,127,female,female,>1cy,1408528,138,13625
128,NL,2001,127,female,female,>1cy,1408527,122,13625
127,NL,2001,125,malead,male,adult,1404715,285,13625
126,NL,2001,125,malead,male,adult,1404710,280,13625
125,NL,2001,125,malead,male,adult,1404719,280,13625
143,NL,2001,129,female,female,adult,1404743,120,13625
166,NL,2001,132,malead,male,adult,1404754,210,13625
7,NL,2001,95,female,female,>1cy,1408449,102,13625
179,NL,2001,132,malead,male,adult,1404758,310,13625
177,NL,2001,132,malead,male,adult,1404761,285,13625
175,NL,2001,132,malead,male,adult,1404757,283,13625
174,NL,2001,132,malead,male,adult,1404748,280,13625
173,NL,2001,132,malead,male,adult,1404760,277,13625
172,NL,2001,132,malead,male,adult,1404759,275,13625
171,NL,2001,132,malead,male,adult,1404763,270,13625
170,NL,2001,132,malead,male,adult,1404765,265,13625
169,NL,2001,132,malead,male,adult,1404747,260,13625
153,NL,2001,129,malead,male,adult,1404736,250,13625
167,NL,2001,132,malead,male,adult,1404762,233,13625
176,NL,2001,132,malead,male,adult,1404752,285,13625
165,NL,2001,132,malead,male,adult,1404755,200,13625
164,NL,2001,132,female,female,adult,1404749,145,13625
163,NL,2001,132,female,female,adult,1404751,125,13625
162,NL,2001,132,male2y,male,2cy,1404756,263,13625
161,NL,2001,129,malead,male,adult,1404739,287,13625
160,NL,2001,129,malead,male,adult,1404732,280,13625
159,NL,2001,129,malead,male,adult,1404729,280,13625
158,NL,2001,129,malead,male,adult,1404733,280,13625
157,NL,2001,129,malead,male,adult,1404738,275,13625
156,NL,2001,129,malead,male,adult,1404731,270,13625
168,NL,2001,132,malead,male,adult,1404753,250,13625
51,NL,2001,120,female,female,adult,1404687,135,13625
78,NL,2001,125,female,female,>1cy,1408522,157,13625
77,NL,2001,125,female,female,>1cy,1408503,152,13625
76,NL,2001,125,female,female,>1cy,1408517,150,13625
75,NL,2001,125,female,female,>1cy,1408518,136,13625
72,NL,2001,122,female,female,>1cy,1408502,130,13625
58,NL,2001,120,malead,male,adult,1404676,260,13625
57,NL,2001,120,malead,male,adult,1404686,255,13625
56,NL,2001,120,malead,male,adult,1404678,235,13625
55,NL,2001,120,malead,male,adult,1404688,230,13625
54,NL,2001,120,malead,male,adult,1404685,215,13625
97,NL,2001,125,female,female,adult,1404697,103,13625
52,NL,2001,120,malead,male,adult,1404683,210,13625
30,NL,2001,111,female,female,>1cy,1408476,112,13625
50,NL,2001,120,female,female,adult,1404681,130,13625
49,NL,2001,120,female,female,adult,1404682,125,13625
48,NL,2001,120,female,female,adult,1404680,110,13625
47,NL,2001,120,female,female,adult,1404679,97,13625
33,NL,2001,111,female,female,>1cy,1408475,127,13625
32,NL,2001,111,female,female,>1cy,1408472,115,13625
31,NL,2001,111,female,female,>1cy,1408471,115,13625
29,NL,2001,111,female,female,>1cy,1408473,106,13625
11,NL,2001,101,female,female,>1cy,1408458,152,13625
123,NL,2001,125,malead,male,adult,1404721,275,13625
178,NL,2001,132,malead,male,adult,1404764,285,13625
53,NL,2001,120,malead,male,adult,1404684,215,13625
119,NL,2001,125,malead,male,adult,1404691,270,13625
121,NL,2001,125,malead,male,adult,1404708,275,13625
98,NL,2001,125,female,female,adult,1404701,105,13625
122,NL,2001,125,malead,male,adult,1404704,275,13625
120,NL,2001,125,malead,male,adult,1404705,275,13625
118,NL,2001,125,malead,male,adult,1404711,270,13625
117,NL,2001,125,malead,male,adult,1404695,265,13625
116,NL,2001,125,malead,male,adult,1404694,265,13625
115,NL,2001,125,malead,male,adult,1404696,263,13625
114,NL,2001,125,malead,male,adult,1404706,262,13625
113,NL,2001,125,malead,male,adult,1404718,257,13625
112,NL,2001,125,malead,male,adult,1404689,250,13625
111,NL,2001,125,malead,male,adult,1404698,250,13625
102,NL,2001,125,malead,male,adult,1404712,185,13625
110,NL,2001,125,malead,male,adult,1404714,250,13625
100,NL,2001,125,female,female,adult,1404703,130,13625
101,NL,2001,125,female,female,adult,1404700,130,13625
99,NL,2001,125,female,female,adult,1404702,125,13625
103,NL,2001,125,malead,male,adult,1404693,210,13625
105,NL,2001,125,malead,male,adult,1404709,220,13625
106,NL,2001,125,malead,male,adult,1404707,220,13625
107,NL,2001,125,malead,male,adult,1404699,225,13625
108,NL,2001,125,malead,male,adult,1404717,235,13625
104,NL,2001,125,malead,male,adult,1404690,215,13625
109,NL,2001,125,malead,male,adult,1404713,235,13625
7019,BEL,2001,123,malead,male,adult,GA2032,175,13625
7034,BEL,2001,123,malead,male,adult,GA2026,191,13625
7033,BEL,2001,123,malead,male,adult,GA2023,252,13625
7032,BEL,2001,123,malead,male,adult,GA2007,256,13625
7031,BEL,2001,123,malead,male,adult,GA2002,221,13625
7030,BEL,2001,123,male2y,male,2cy,GA2022,214,13625
7029,BEL,2001,123,male2y,male,2cy,GA2012,199,13625
7028,BEL,2001,123,male2y,male,2cy,GA2011,187,13625
7027,BEL,2001,123,malead,male,adult,GA 1500,216,13625
7026,BEL,2001,123,male2y,male,2cy,GA2028,182,13625
7025,BEL,2001,123,male2y,male,2cy,GA2031,175,13625
7024,BEL,2001,123,male2y,male,2cy,GA2024,205,13625
7023,BEL,2001,123,malead,male,adult,GA2025,189,13625
7004,BEL,2001,123,female,female,adult,HA 04096,106.1,13625
7021,BEL,2001,123,male2y,male,2cy,GA2018,187,13625
7037,BEL,2001,123,male2y,male,2cy,GA2009,198,13625
7017,BEL,2001,123,male2y,male,2cy,GA2019,187,13625
7016,BEL,2001,123,male2y,male,2cy,GA2015,196,13625
7015,BEL,2001,123,female,female,adult,HA 04206,137.8,13625
7014,BEL,2001,123,female,female,adult,HA 04095,119.5,13625
7013,BEL,2001,123,female,female,adult,HA 04211,110.2,13625
7012,BEL,2001,123,female,female,adult,HA 04204,125.3,13625
7011,BEL,2001,123,female,female,adult,HA 04201,110.7,13625
7010,BEL,2001,123,female,female,adult,HA 04098,110.2,13625
7009,BEL,2001,123,female,female,adult,HA 04093,131.3,13625
7008,BEL,2001,123,female,female,adult,HA 04212,134.7,13625
7007,BEL,2001,123,female,female,adult,HA 04099,130.1,13625
7006,BEL,2001,123,female,female,adult,HA 04214,122.5,13625
7066,BEL,2001,124,male2y,male,2cy,GA2040,210,13625
7022,BEL,2001,123,male2y,male,2cy,GA2008,216,13625
7050,BEL,2001,123,malead,male,adult,GA2013,229,13625
6943,BEL,2001,120,male2y,male,2cy,GA 1452,196,13625
7064,BEL,2001,124,malead,male,adult,GA2053,243,13625
7063,BEL,2001,124,male2y,male,2cy,GA2052,186,13625
7062,BEL,2001,124,malead,male,adult,GA2047,168,13625
7061,BEL,2001,124,male2y,male,2cy,GA2044,195,13625
7060,BEL,2001,124,male2y,male,2cy,GA2043,218,13625
7059,BEL,2001,124,female,female,adult,HA 04219,115.2,13625
7058,BEL,2001,124,female,female,2cy,HA 04218,107.4,13625
7057,BEL,2001,124,female,female,adult,HA 04220,135.9,13625
7056,BEL,2001,124,female,female,adult,HA 04216,102,13625
7055,BEL,2001,124,female,female,adult,HA 04217,109,13625
7054,BEL,2001,123,malead,male,adult,,229,13625
7053,BEL,2001,123,malead,male,adult,GA 1459,252,13625
7035,BEL,2001,123,malead,male,adult,GA 1499,242,13625
7044,BEL,2001,123,malead,male,adult,GA2005,243,13625
7003,BEL,2001,123,female,female,adult,HA 04203,122.3,13625
7038,BEL,2001,123,malead,male,adult,GA2010,211,13625
7039,BEL,2001,123,malead,male,adult,GA2014,263,13625
7040,BEL,2001,123,malead,male,adult,GA2016,246,13625
7041,BEL,2001,123,male2y,male,2cy,GA2029,205,13625
7052,BEL,2001,123,malead,male,adult,GA2027,195,13625
7043,BEL,2001,123,malead,male,adult,GA 1497,219,13625
7051,BEL,2001,123,malead,male,adult,GA 1498,259,13625
7045,BEL,2001,123,malead,male,adult,GA2021,275,13625
7046,BEL,2001,123,malead,male,adult,GA2033,237,13625
7047,BEL,2001,123,malead,male,adult,GA2034,230,13625
7048,BEL,2001,123,malead,male,adult,GA2003,257,13625
7049,BEL,2001,123,malead,male,adult,GA2006,221,13625
7036,BEL,2001,123,malead,male,adult,GA2001,254,13625
7042,BEL,2001,123,malead,male,adult,GA2030,220,13625
6957,BEL,2001,120,malead,male,adult,GA 1459,257,13625
6971,BEL,2001,121,malead,male,adult,GA 1477,246,13625
6970,BEL,2001,121,malead,male,adult,GA 1475,242,13625
6969,BEL,2001,121,malead,male,adult,GA 1476,254,13625
6968,BEL,2001,121,malead,male,adult,GA 1474,258,13625
6967,BEL,2001,121,malead,male,adult,GA 1473,186,13625
6966,BEL,2001,121,female,female,adult,HA 04067,123.8,13625
6965,BEL,2001,121,female,female,adult,HA 04066,109,13625
6964,BEL,2001,121,female,female,adult,HA 04071,126.3,13625
6963,BEL,2001,120,malead,male,adult,GA 1470,244,13625
6962,BEL,2001,120,malead,male,adult,GA 1464,217,13625
6961,BEL,2001,120,malead,male,adult,GA 1447,267,13625
6960,BEL,2001,120,malead,male,adult,GA 1446,233,13625
7005,BEL,2001,123,female,female,adult,HA 04100,111.2,13625
6958,BEL,2001,120,malead,male,adult,GA 1461,213,13625
6974,BEL,2001,122,female,female,adult,HA 04077,120.7,13625
6956,BEL,2001,120,malead,male,adult,GA 1463,252,13625
6955,BEL,2001,120,malead,male,adult,GA 1455,217,13625
6954,BEL,2001,120,malead,male,adult,GA 1453,233,13625
6953,BEL,2001,120,malead,male,adult,GA 1469,256,13625
6952,BEL,2001,120,malead,male,adult,GA 1457,245,13625
6951,BEL,2001,120,malead,male,adult,GA 1445,245,13625
6950,BEL,2001,120,malead,male,adult,GA 1443,216,13625
6949,BEL,2001,120,malead,male,adult,GA 1467,246,13625
6948,BEL,2001,120,malead,male,adult,GA 1466,259,13625
6947,BEL,2001,120,malead,male,adult,GA 1456,268,13625
6946,BEL,2001,120,malead,male,adult,GA 1450,220,13625
6945,BEL,2001,120,male2y,male,2cy,GA 1442,180,13625
6944,BEL,2001,120,male2y,male,2cy,GA 1468,209,13625
6959,BEL,2001,120,malead,male,adult,GA 1465,261,13625
6987,BEL,2001,122,malead,male,adult,GA 1495,223,13625
7002,BEL,2001,123,female,female,adult,HA 04213,135,13625
7001,BEL,2001,123,female,female,adult,HA 04202,121.9,13625
7000,BEL,2001,123,female,female,adult,HA 04097,98.5,13625
6999,BEL,2001,123,female,female,adult,HA 04207,114,13625
6998,BEL,2001,123,female,female,adult,HA 04094,135.8,13625
6997,BEL,2001,123,female,female,adult,HA 04092,131.2,13625
6996,BEL,2001,123,female,female,2cy,HA 04205,111.2,13625
6995,BEL,2001,122,malead,male,adult,GA 1489,269,13625
6994,BEL,2001,122,malead,male,adult,GA 1481,260,13625
6993,BEL,2001,122,malead,male,adult,GA 1490,261,13625
6992,BEL,2001,122,malead,male,adult,GA 1479,266,13625
6991,BEL,2001,122,malead,male,adult,GA 1491,253,13625
6990,BEL,2001,122,malead,male,adult,GA 1492,250,13625
6972,BEL,2001,122,female,female,adult,HA 04081,116.5,13625
6981,BEL,2001,122,female,female,2cy,HA 04074,126.1,13625
7067,BEL,2001,124,malead,male,adult,GA2041,214,13625
6975,BEL,2001,122,female,female,adult,HA 04087,103.1,13625
6976,BEL,2001,122,female,female,adult,HA 04088,116.6,13625
6977,BEL,2001,122,female,female,2cy,HA 04075,118.3,13625
6978,BEL,2001,122,female,female,adult,HA 04076,124.7,13625
6989,BEL,2001,122,malead,male,adult,GA 1487,240,13625
6980,BEL,2001,122,female,female,adult,HA 04073,134.3,13625
6988,BEL,2001,122,male2y,male,2cy,GA 1496,184,13625
6982,BEL,2001,122,male2y,male,2cy,GA 1486,208,13625
6983,BEL,2001,122,malead,male,adult,GA 1493,250,13625
6984,BEL,2001,122,malead,male,adult,GA 1480,259,13625
6985,BEL,2001,122,male2y,male,2cy,GA 1494,225,13625
6986,BEL,2001,122,malead,male,adult,GA 1485,248,13625
6973,BEL,2001,122,female,female,adult,HA 04072,117.7,13625
6979,BEL,2001,122,female,female,adult,HA 04086,117.7,13625
7142,BEL,2001,126,malead,male,adult,GA2092,232,13625
7156,BEL,2001,127,female,female,adult,HA 04268,111.7,13625
7155,BEL,2001,127,female,female,adult,HA 04263,118.8,13625
7154,BEL,2001,127,female,female,adult,HA 04279,133.2,13625
7153,BEL,2001,127,female,female,adult,HA 04265,109.3,13625
7152,BEL,2001,126,malead,male,adult,GA2097,257,13625
7151,BEL,2001,126,malead,male,adult,GA2106,282,13625
7150,BEL,2001,126,malead,male,adult,GA2101,226,13625
7149,BEL,2001,126,malead,male,adult,GA2093,222,13625
7148,BEL,2001,126,malead,male,adult,GA2090,272,13625
7147,BEL,2001,126,malead,male,adult,GA2096,225,13625
7146,BEL,2001,126,malead,male,adult,GA2095,248,13625
7145,BEL,2001,126,malead,male,adult,GA2099,299,13625
7128,BEL,2001,126,female,female,adult,HA 04252,127.7,13625
7143,BEL,2001,126,malead,male,adult,GA2103,249,13625
7159,BEL,2001,127,female,female,adult,HA 04276,140,13625
7141,BEL,2001,126,malead,male,adult,GA2098,266,13625
7140,BEL,2001,126,malead,male,adult,GA2100,239,13625
7139,BEL,2001,126,malead,male,adult,GA2105,197,13625
7138,BEL,2001,126,malead,male,adult,GA2104,255,13625
7137,BEL,2001,126,male2y,male,2cy,GA2091,208,13625
7136,BEL,2001,126,male2y,male,2cy,GA2089,192,13625
7135,BEL,2001,126,male2y,male,2cy,GA2088,184,13625
7134,BEL,2001,126,female,female,adult,HA 04261,117.8,13625
7133,BEL,2001,126,female,female,adult,HA 04253,120.7,13625
7132,BEL,2001,126,female,female,adult,HA 04255,131,13625
7131,BEL,2001,126,female,female,adult,HA 04262,133.8,13625
7130,BEL,2001,126,female,female,adult,HA 04256,107.4,13625
7065,BEL,2001,124,male2y,male,2cy,GA2038,246,13625
7144,BEL,2001,126,malead,male,adult,GA2094,223,13625
7172,BEL,2001,127,male2y,male,2cy,GA2117,211,13625
7187,BEL,2001,128,malead,male,adult,GA2126,222,13625
7186,BEL,2001,128,malead,male,adult,GA2127,290,13625
7185,BEL,2001,128,malead,male,adult,GA2125,258,13625
7184,BEL,2001,128,male2y,male,2cy,GA2123,197,13625
7183,BEL,2001,128,male2y,male,2cy,GA2122,199,13625
7182,BEL,2001,128,female,female,adult,HA 04281,154.6,13625
7181,BEL,2001,127,malead,male,adult,GA2109,269,13625
7180,BEL,2001,127,malead,male,adult,GA2110,240,13625
7179,BEL,2001,127,malead,male,adult,GA2121,242,13625
7178,BEL,2001,127,male2y,male,2cy,GA2115,204,13625
7177,BEL,2001,127,malead,male,adult,GA2111,231,13625
7176,BEL,2001,127,malead,male,adult,GA2116,248,13625
7175,BEL,2001,127,malead,male,adult,GA2113,198,13625
7157,BEL,2001,127,female,female,adult,HA 04273,133.9,13625
7166,BEL,2001,127,female,female,adult,HA 04264,138.4,13625
7127,BEL,2001,126,female,female,adult,HA 04260,97,13625
7160,BEL,2001,127,female,female,adult,HA 04270,106.5,13625
7161,BEL,2001,127,female,female,adult,HA 04271,112.9,13625
7162,BEL,2001,127,female,female,adult,HA 04275,131.3,13625
7163,BEL,2001,127,female,female,adult,HA 04278,125.4,13625
7174,BEL,2001,127,malead,male,adult,GA2112,188,13625
7165,BEL,2001,127,female,female,adult,HA 04280,135.1,13625
7173,BEL,2001,127,male2y,male,2cy,GA2118,185,13625
7167,BEL,2001,127,female,female,adult,HA 04269,129.6,13625
7168,BEL,2001,127,female,female,adult,HA 04272,128.5,13625
7169,BEL,2001,127,female,female,adult,HA 04267,101.6,13625
7170,BEL,2001,127,male2y,male,2cy,GA2114,181,13625
7171,BEL,2001,127,male2y,male,2cy,GA2108,188,13625
7158,BEL,2001,127,female,female,adult,HA 04274,104.6,13625
7164,BEL,2001,127,female,female,adult,HA 04266,118.3,13625
7081,BEL,2001,125,female,female,adult,HA 04240,104.1,13625
7095,BEL,2001,125,female,female,adult,HA 04246,153.5,13625
7094,BEL,2001,125,female,female,adult,HA 04232,135.3,13625
7093,BEL,2001,125,female,female,adult,HA 04247,139.1,13625
7092,BEL,2001,125,female,female,adult,HA 04239,121.8,13625
7091,BEL,2001,125,female,female,adult,HA 04233,131.2,13625
7090,BEL,2001,125,female,female,adult,HA 04229,129.5,13625
7089,BEL,2001,125,female,female,adult,HA 04250,103.1,13625
7088,BEL,2001,125,female,female,adult,HA 04238,142.5,13625
7087,BEL,2001,125,female,female,adult,HA 04234,120.6,13625
7086,BEL,2001,125,female,female,2cy,HA 04230,119.6,13625
7085,BEL,2001,125,female,female,adult,HA 04245,130.5,13625
7084,BEL,2001,125,female,female,adult,HA 04244,115.2,13625
7129,BEL,2001,126,female,female,adult,HA 04254,116.5,13625
7082,BEL,2001,125,female,female,adult,HA 04242,145,13625
7098,BEL,2001,125,male2y,male,2cy,GA2083,195,13625
7080,BEL,2001,125,female,female,adult,HA 04227,109.3,13625
7079,BEL,2001,125,female,female,adult,HA 04224,134,13625
7078,BEL,2001,125,female,female,adult,HA 04223,132.6,13625
7077,BEL,2001,125,female,female,adult,HA 04241,155.3,13625
7076,BEL,2001,125,female,female,adult,HA 04251,122.4,13625
7075,BEL,2001,124,malead,male,adult,GA2048,269,13625
7074,BEL,2001,124,malead,male,adult,GA2036,278,13625
7073,BEL,2001,124,malead,male,adult,GA2042,232,13625
7072,BEL,2001,124,malead,male,adult,GA2046,256,13625
7071,BEL,2001,124,malead,male,adult,GA2037,221,13625
7070,BEL,2001,124,malead,male,adult,GA2045,225,13625
7069,BEL,2001,124,malead,male,adult,GA2039,230,13625
7068,BEL,2001,124,malead,male,adult,GA2054,247,13625
7083,BEL,2001,125,female,female,adult,HA 04243,129.7,13625
7111,BEL,2001,125,malead,male,adult,GA2084,263,13625
7126,BEL,2001,125,malead,male,adult,GA2055,240,13625
7125,BEL,2001,125,malead,male,adult,GA2065,274,13625
7124,BEL,2001,125,malead,male,adult,GA2082,278,13625
7123,BEL,2001,125,malead,male,adult,GA2071,277,13625
7122,BEL,2001,125,malead,male,adult,GA2079,269,13625
7121,BEL,2001,125,malead,male,adult,GA2087,266,13625
7120,BEL,2001,125,malead,male,adult,GA2057,253,13625
7119,BEL,2001,125,malead,male,adult,GA2056,258,13625
7118,BEL,2001,125,malead,male,adult,GA2064,269,13625
7117,BEL,2001,125,malead,male,adult,GA2076,263,13625
7116,BEL,2001,125,malead,male,adult,GA2074,265,13625
7115,BEL,2001,125,malead,male,adult,GA2062,246,13625
7114,BEL,2001,125,malead,male,adult,GA2059,234,13625
7096,BEL,2001,125,female,female,adult,HA 04231,122.8,13625
7105,BEL,2001,125,malead,male,adult,GA2073,288,13625
7018,BEL,2001,123,male2y,male,2cy,GA2020,192,13625
7099,BEL,2001,125,male2y,male,2cy,GA2061,159,13625
7100,BEL,2001,125,malead,male,adult,GA2067,206,13625
7101,BEL,2001,125,malead,male,adult,GA2080,232,13625
7102,BEL,2001,125,malead,male,adult,GA2066,196,13625
7113,BEL,2001,125,malead,male,adult,GA2058,256,13625
7104,BEL,2001,125,malead,male,adult,GA2072,246,13625
7112,BEL,2001,125,male2y,male,2cy,GA2085,253,13625
7106,BEL,2001,125,malead,male,adult,GA2075,273,13625
7107,BEL,2001,125,malead,male,adult,GA2081,254,13625
7108,BEL,2001,125,malead,male,adult,GA2060,252,13625
7109,BEL,2001,125,malead,male,adult,GA2063,211,13625
7110,BEL,2001,125,malead,male,adult,GA2086,246,13625
7097,BEL,2001,125,female,female,adult,HA 04249,116.9,13625
7103,BEL,2001,125,male2y,male,2cy,GA2070,194,13625
6774,BEL,2001,110,malead,male,adult,GA 0700,226,13625
6788,BEL,2001,113,malead,male,adult,GA 1315,231,13625
6787,BEL,2001,113,malead,male,adult,GA 1314,221,13625
6786,BEL,2001,113,malead,male,adult,GA 1316,234,13625
6785,BEL,2001,113,male2y,male,2cy,GA 1317,201,13625
6784,BEL,2001,112,malead,male,adult,GA 1313,258,13625
6783,BEL,2001,112,malead,male,adult,GA 1312,205.3,13625
6782,BEL,2001,111,malead,male,adult,GA 1305,209.8,13625
6781,BEL,2001,111,malead,male,adult,,223,13625
6780,BEL,2001,111,malead,male,adult,GA 1309,214.5,13625
6779,BEL,2001,111,malead,male,adult,GA 1308,218,13625
6778,BEL,2001,111,malead,male,adult,GA 1307,212,13625
6777,BEL,2001,111,malead,male,adult,GA 1306,212,13625
6820,BEL,2001,115,malead,male,adult,GA 1336,244,13625
6775,BEL,2001,110,malead,male,adult,GA 0697,227,13625
6791,BEL,2001,114,malead,male,adult,GA 1319,206.5,13625
6773,BEL,2001,110,malead,male,adult,GA 0698,224,13625
6772,BEL,2001,110,malead,male,adult,GA 0696,230,13625
6771,BEL,2001,109,malead,male,adult,GA 0689,225,13625
6770,BEL,2001,109,malead,male,adult,GA 0688,256,13625
6769,BEL,2001,109,malead,male,adult,GA 0687,219.5,13625
6768,BEL,2001,108,malead,male,adult,GA 0678,240,13625
6767,BEL,2001,108,malead,male,adult,GA 0679,197.6,13625
6766,BEL,2001,108,malead,male,adult,GA 0680,207,13625
6765,BEL,2001,107,malead,male,adult,GA 0669,234,13625
6764,BEL,2001,107,malead,male,adult,GA 0677,222.5,13625
6763,BEL,2001,107,malead,male,adult,GA 0673,209,13625
6762,BEL,2001,107,malead,male,adult,GA 0666,207,13625
6761,BEL,2001,107,malead,male,adult,GA 0667,206,13625
6776,BEL,2001,110,malead,male,adult,GA 0699,227,13625
6804,BEL,2001,115,male2y,male,2cy,GA 1338,179.3,13625
6819,BEL,2001,115,malead,male,adult,GA 1335,230,13625
6818,BEL,2001,115,malead,male,adult,GA 1340,208.8,13625
6817,BEL,2001,115,malead,male,adult,GA 1333,242,13625
6816,BEL,2001,115,malead,male,adult,GA 1343,234,13625
6815,BEL,2001,115,malead,male,adult,GA 1342,235,13625
6814,BEL,2001,115,malead,male,adult,GA 1332,210.5,13625
6813,BEL,2001,115,malead,male,adult,GA 1345,223,13625
6812,BEL,2001,115,malead,male,adult,GA 1334,229,13625
6811,BEL,2001,115,malead,male,adult,GA 1331,218,13625
6810,BEL,2001,115,malead,male,adult,GA 1346,220,13625
6809,BEL,2001,115,malead,male,adult,GA 1329,202.5,13625
6808,BEL,2001,115,male2y,male,2cy,GA 1351,195.5,13625
6807,BEL,2001,115,malead,male,adult,GA 1350,205.5,13625
6789,BEL,2001,113,malead,male,adult,GA 1318,235,13625
6798,BEL,2001,115,female,female,adult,HA 04022,115.2,13625
6758,BEL,2001,107,malead,male,adult,GA 0668,207,13625
6792,BEL,2001,114,malead,male,adult,GA 1323,221,13625
6793,BEL,2001,114,malead,male,adult,GA 1325,253,13625
6794,BEL,2001,114,malead,male,adult,GA 1322,231,13625
6795,BEL,2001,114,malead,male,adult,GA 1321,215,13625
6806,BEL,2001,115,malead,male,adult,GA 1344,199.2,13625
6797,BEL,2001,115,female,female,adult,HA 04020,115.5,13625
6805,BEL,2001,115,malead,male,adult,GA 1339,202,13625
6799,BEL,2001,115,female,female,adult,HA 04019,119.2,13625
6800,BEL,2001,115,female,female,adult,HA 04018,98.5,13625
6801,BEL,2001,115,female,female,adult,HA 04023,121.3,13625
6802,BEL,2001,115,male2y,male,2cy,GA 1330,190.1,13625
6803,BEL,2001,115,male2y,male,2cy,GA 1347,201,13625
6790,BEL,2001,114,female,female,adult,HA 04017,113.5,13625
6796,BEL,2001,114,malead,male,adult,GA 1324,239,13625
6712,BEL,2001,99,malead,male,adult,GA 0877,192.6,13625
6760,BEL,2001,107,malead,male,adult,GA 0672,193.5,13625
6726,BEL,2001,102,malead,male,adult,GA 0612,222,13625
6725,BEL,2001,102,malead,male,adult,GA 0615,220,13625
6724,BEL,2001,102,malead,male,adult,GA 0614,198.2,13625
6723,BEL,2001,101,malead,male,adult,GA 0606,224,13625
6722,BEL,2001,101,male2y,male,2cy,GA 0607,166.8,13625
6721,BEL,2001,101,male2y,male,2cy,GA 0605,171,13625
6720,BEL,2001,100,malead,male,adult,GA 0899,199,13625
6719,BEL,2001,100,malead,male,adult,GA 0892,215.5,13625
6718,BEL,2001,100,malead,male,adult,GA 0891,198.1,13625
6717,BEL,2001,100,malead,male,adult,GA 0897,216.8,13625
6716,BEL,2001,100,malead,male,adult,GA 0898,190.2,13625
6715,BEL,2001,100,male2y,male,2cy,GA 0893,191.3,13625
6728,BEL,2001,103,malead,male,adult,GA 0623,182.4,13625
6706,BEL,2001,97,malead,male,adult,GA 0859,207.5,13625
6699,BEL,2001,91,malead,male,adult,GA 0805,165.5,13625
6700,BEL,2001,92,malead,male,adult,GA 0815,190.5,13625
6701,BEL,2001,93,malead,male,adult,GA 0819,207.3,13625
6702,BEL,2001,94,malead,male,adult,GA 0833,197.3,13625
6703,BEL,2001,95,malead,male,adult,GA 0844,173,13625
6714,BEL,2001,100,malead,male,adult,GA 0889,196,13625
6705,BEL,2001,97,malead,male,adult,GA 0858,213.5,13625
6713,BEL,2001,100,malead,male,adult,GA 0890,212,13625
6707,BEL,2001,98,malead,male,adult,GA 0868,206.7,13625
6708,BEL,2001,99,malead,male,adult,GA 0880,232,13625
6709,BEL,2001,99,malead,male,adult,GA 0883,192.8,13625
6710,BEL,2001,99,malead,male,adult,GA 0881,214.6,13625
6711,BEL,2001,99,malead,male,adult,GA 0882,211.7,13625
6729,BEL,2001,103,malead,male,adult,GA 0622,217.5,13625
6704,BEL,2001,95,malead,male,adult,GA 0845,184.4,13625
6743,BEL,2001,104,malead,male,adult,GA 0651,227,13625
6746,BEL,2001,104,malead,male,adult,GA 0640,192.2,13625
6757,BEL,2001,107,malead,male,adult,GA 0674,216.5,13625
6756,BEL,2001,107,male2y,male,2cy,GA 0671,205,13625
6755,BEL,2001,107,female,female,adult,HA 04008,107.5,13625
6754,BEL,2001,106,malead,male,adult,GA 0661,198.5,13625
6753,BEL,2001,106,malead,male,adult,GA 0662,218,13625
6752,BEL,2001,105,malead,male,adult,GA 0655,214,13625
6751,BEL,2001,105,malead,male,adult,GA 0656,213,13625
6750,BEL,2001,105,malead,male,adult,GA 0653,212.5,13625
6749,BEL,2001,104,malead,male,adult,GA 0650,224,13625
6748,BEL,2001,104,malead,male,adult,GA 0648,228,13625
6747,BEL,2001,104,malead,male,adult,GA 0642,198.9,13625
6942,BEL,2001,120,malead,male,adult,GA 1444,217,13625
6727,BEL,2001,102,malead,male,adult,GA 0611,200,13625
6737,BEL,2001,103,malead,male,adult,GA 0631,239,13625
6730,BEL,2001,103,malead,male,adult,GA 0638,221.5,13625
6731,BEL,2001,103,malead,male,adult,GA 0620,227,13625
6732,BEL,2001,103,malead,male,adult,GA 0621,204.3,13625
6733,BEL,2001,103,malead,male,adult,GA 0627,207.7,13625
6734,BEL,2001,103,malead,male,adult,GA 0628,202,13625
